"Name","Value"
"(Intercept)",3.23874452430513
"log(GVT_AGRI_FORESTRY_PC)",0.163983078987077
"log(GVT_COMMUNICATION_PC)",-0.168803617488909
"log(GVT_ECON_AFFAIRS_PC)",-0.042186077360202
"log(GVT_EDUCATION_PC)",0.451295168833321
"log(GVT_ENERGY_PC)",-0.000446134350355899
"log(GVT_ENV_PROTECTION_PC)",-0.130990417569447
"log(GVT_HEALTH_PC)",0.157500765036857
"log(GVT_HOUSING_AMEN_PC)",0.0933140070485913
"log(GVT_SOCIAL_PROTECTION_PC)",-0.0327435644016387
"log(GVT_OTHER_PC)",-0.301655041371843
"log(GVT_TRANSPORT_PC)",0.192813391609942
"I(log(GVT_AGRI_FORESTRY_PC)^2)",0.0298029871563628
"I(log(GVT_COMMUNICATION_PC)^2)",-0.000955150144989148
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.0382118471838153
"I(log(GVT_EDUCATION_PC)^2)",-0.0845584769291224
"I(log(GVT_ENERGY_PC)^2)",0.00080514184173393
"I(log(GVT_ENV_PROTECTION_PC)^2)",-0.000239531242099215
"I(log(GVT_HEALTH_PC)^2)",-0.0874445508051404
"I(log(GVT_HOUSING_AMEN_PC)^2)",-0.00285355158558449
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0110198717370784
"I(log(GVT_OTHER_PC)^2)",0.0500242822413684
"I(log(GVT_TRANSPORT_PC)^2)",-0.0300038180518047
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.00586179210889519
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.130772138814866
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.112248365183519
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.0217065976295066
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.012467606900574
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.0368802047372322
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0234774623789016
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0178936003161979
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.084620099544263
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",0.0953808743982565
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.000658150849902436
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",0.00429530140443634
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.00688476871371857
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00397884455151093
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.0191742385325042
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",0.0053131885985711
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0122264151454873
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",0.012896454737021
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",0.00251365114386196
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",-0.10453353963137
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENERGY_PC))",-0.00331058494264596
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENV_PROTECTION_PC))",0.0386399178071775
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HEALTH_PC))",-0.074300566744152
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HOUSING_AMEN_PC))",0.0374567816476637
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0435752395776009
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_OTHER_PC))",0.10486146827179
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_TRANSPORT_PC))",-0.0208639094087646
"I(log(GVT_EDUCATION_PC) * log(GVT_ENERGY_PC))",0.0133545463610941
"I(log(GVT_EDUCATION_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00419425894642048
"I(log(GVT_EDUCATION_PC) * log(GVT_HEALTH_PC))",0.118969586101795
"I(log(GVT_EDUCATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.00222628498807427
"I(log(GVT_EDUCATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0225376843324891
"I(log(GVT_EDUCATION_PC) * log(GVT_OTHER_PC))",-0.017899006620366
"I(log(GVT_EDUCATION_PC) * log(GVT_TRANSPORT_PC))",0.0679945235474445
"I(log(GVT_ENERGY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00719661946195063
"I(log(GVT_ENERGY_PC) * log(GVT_HEALTH_PC))",0.0268569440223569
