"Name","Value"
"(Intercept)",5.99758007522197
"log(GVT_AGRI_FORESTRY_PC)",-0.375584013989319
"log(GVT_COMMUNICATION_PC)",0.0371043884037123
"log(GVT_ECON_AFFAIRS_PC)",0.41053862102609
"log(GVT_EDUCATION_PC)",-1.10031206251045
"log(GVT_ENERGY_PC)",-0.0845964353981637
"log(GVT_ENV_PROTECTION_PC)",0.409112731624949
"log(GVT_HEALTH_PC)",0.0960719224304525
"log(GVT_HOUSING_AMEN_PC)",-0.474505434394449
"log(GVT_SOCIAL_PROTECTION_PC)",0.685754857200849
"log(GVT_OTHER_PC)",-0.435656767492893
"log(GVT_TRANSPORT_PC)",1.00447796082229
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.223637424482249
"I(log(GVT_COMMUNICATION_PC)^2)",0.0668481118534701
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.0165207755985721
"I(log(GVT_EDUCATION_PC)^2)",0.306438008493106
"I(log(GVT_ENERGY_PC)^2)",0.0528049985837549
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.0203744397161821
"I(log(GVT_HEALTH_PC)^2)",0.0633363458525183
"I(log(GVT_HOUSING_AMEN_PC)^2)",-0.0453650364696428
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0507490464637125
"I(log(GVT_OTHER_PC)^2)",0.172646085489238
"I(log(GVT_TRANSPORT_PC)^2)",-0.0658770256684397
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",-0.078872785797765
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.00704150072901586
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.121779469805976
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",-0.0441384033448561
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.021546078806084
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",0.199998410131795
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.272748246376488
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0984551136320701
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.044122467994815
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",-0.16985731763267
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.00301142741241629
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",0.0590978579607804
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.0109094162009966
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.00529594926904781
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",-0.0886738297768225
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.10835226638004
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0600851391205597
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",0.00922151032530646
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",0.0961939295580366
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",0.384972177295225
