"Name","Value"
"(Intercept)",5.04431186003555
"log(GVT_AGRI_FORESTRY_PC)",0.150896910928429
"log(GVT_COMMUNICATION_PC)",0.342335835151765
"log(GVT_ECON_AFFAIRS_PC)",-0.209000396997515
"log(GVT_EDUCATION_PC)",-0.139364392116435
"log(GVT_ENERGY_PC)",-0.158341872171693
"log(GVT_ENV_PROTECTION_PC)",-0.0962102502205187
"log(GVT_HEALTH_PC)",-0.0612743119172686
"log(GVT_HOUSING_AMEN_PC)",-0.889395515251268
"log(GVT_SOCIAL_PROTECTION_PC)",0.185163318450534
"log(GVT_OTHER_PC)",1.25190891469374
"log(GVT_TRANSPORT_PC)",0.363002306227442
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.141944226397511
"I(log(GVT_COMMUNICATION_PC)^2)",0.0646787332621789
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.00883468264890144
"I(log(GVT_EDUCATION_PC)^2)",-0.651477527986337
"I(log(GVT_ENERGY_PC)^2)",0.0124715226284739
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.00584509028906826
"I(log(GVT_HEALTH_PC)^2)",-0.502099339061051
"I(log(GVT_HOUSING_AMEN_PC)^2)",0.0486257525044583
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0648011586286359
"I(log(GVT_OTHER_PC)^2)",-0.0785733344065743
"I(log(GVT_TRANSPORT_PC)^2)",0.105614088089909
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.220278842010556
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.130620098533822
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.632785350143052
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.0215403863063138
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0169450081403383
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.580519781614033
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.132345006494013
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.181939701678046
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.0855670699075552
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",-0.000840066430971135
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.0532576625939579
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",-0.184062663253034
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.0424782178143764
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.0115754064623159
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.143041176115999
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0382762369356481
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0694655000957079
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",0.0902528666187218
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",-0.154017365604327
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",0.797175440537594
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENERGY_PC))",-0.0278740295012165
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00645297696608643
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HEALTH_PC))",-0.584721164061563
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HOUSING_AMEN_PC))",0.0586635126710203
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.14030480173512
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_OTHER_PC))",-0.104544995707216
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_TRANSPORT_PC))",0.00686431537020004
"I(log(GVT_EDUCATION_PC) * log(GVT_ENERGY_PC))",-0.0178269488097441
"I(log(GVT_EDUCATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.0324699334050943
"I(log(GVT_EDUCATION_PC) * log(GVT_HEALTH_PC))",0.976169858718865
"I(log(GVT_EDUCATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0349725873582786
"I(log(GVT_EDUCATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.162341512959916
"I(log(GVT_EDUCATION_PC) * log(GVT_OTHER_PC))",0.0426127048873025
"I(log(GVT_EDUCATION_PC) * log(GVT_TRANSPORT_PC))",-0.8398371952225
"I(log(GVT_ENERGY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0237971680536623
"I(log(GVT_ENERGY_PC) * log(GVT_HEALTH_PC))",0.0929343051484707
"I(log(GVT_ENERGY_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0307657507005335
"I(log(GVT_ENERGY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0330029676430097
"I(log(GVT_ENERGY_PC) * log(GVT_OTHER_PC))",0.0342388509717888
"I(log(GVT_ENERGY_PC) * log(GVT_TRANSPORT_PC))",0.00240024285101036
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_HEALTH_PC))",-0.122926615793086
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0419324891231545
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0799629400970252
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_OTHER_PC))",0.00707737476144323
"I(log(GVT_ENV_PROTECTION_PC) * log(GVT_TRANSPORT_PC))",0.0774000470501408
"I(log(GVT_HEALTH_PC) * log(GVT_HOUSING_AMEN_PC))",0.00211404127126396
"I(log(GVT_HEALTH_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.372461691174688
"I(log(GVT_HEALTH_PC) * log(GVT_OTHER_PC))",-0.157538638412692
"I(log(GVT_HEALTH_PC) * log(GVT_TRANSPORT_PC))",0.843397645536024
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0409024694707337
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_OTHER_PC))",0.200427954097693
"I(log(GVT_HOUSING_AMEN_PC) * log(GVT_TRANSPORT_PC))",-0.189343279319352
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_OTHER_PC))",0.00698897815129213
"I(log(GVT_SOCIAL_PROTECTION_PC) * log(GVT_TRANSPORT_PC))",-0.0479297256265707
"I(log(GVT_OTHER_PC) * log(GVT_TRANSPORT_PC))",0.0428881301834585
"log(CV_GDP)",-0.152128656634444
"Z_CV_CC",0.00848754236566886
"Z_CV_GE",0.00642583053502127
"Z_factor(Country_name)Afghanistan",0.53195370841946
"Z_factor(Country_name)Azerbaijan",-0.464199868889168
"Z_factor(Country_name)Belize",-1.05764732413529
"Z_factor(Country_name)Bolivia (Plurinational State of)",0.151034336652115
"Z_factor(Country_name)China",-0.579867381275109
"Z_factor(Country_name)Costa Rica",-1.24705391913162
"Z_factor(Country_name)Ecuador",-0.61511051859701
"Z_factor(Country_name)Egypt",-0.806566356644478
"Z_factor(Country_name)El Salvador",-0.641385090887621
"Z_factor(Country_name)Guatemala",-0.245958153103669
"Z_factor(Country_name)Honduras",-0.479203933258835
"Z_factor(Country_name)Jamaica",-0.549742232231603
"Z_factor(Country_name)Kuwait",-1.08836217416444
"Z_factor(Country_name)Kyrgyzstan",-2.40398618709722
"Z_factor(Country_name)Mexico",-0.725099055583689
"Z_factor(Country_name)Myanmar",-0.769513853124046
"Z_factor(Country_name)Nepal",-0.0416472137282284
"Z_factor(Country_name)Panama",-0.829365012977844
"Z_factor(Country_name)Singapore",-2.2695202308214
"Z_factor(Country_name)South Africa",0.816438739381487
"Z_factor(Country_name)Thailand",-0.815846438752286
"Z_factor(Country_name)Türkiye",0.137839077941695
"Z_factor(Country_name)Uruguay",-1.24433900454893
"sigmaSq",0.0410506302849203
"gamma",0.999970771017034
