"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",4.42891494428373,1,4.42891494428373,9.47083614395949e-06,"***"
"log(GVT_AGRI_FORESTRY_PC)",-0.0236046007955689,1,-0.0236046007955689,0.981168002270765,""
"log(GVT_COMMUNICATION_PC)",0.552992818643242,1,0.552992818643242,0.580268327639484,""
"log(GVT_ECON_AFFAIRS_PC)",-1.26486025046964,1,-1.26486025046964,0.205921428634756,""
"log(GVT_EDUCATION_PC)",-2.78616711647056,1,-2.78616711647056,0.00533353670936268,"**"
"log(GVT_ENERGY_PC)",-0.259584015046519,1,-0.259584015046519,0.795184667897031,""
"log(GVT_ENV_PROTECTION_PC)",0.525931077229974,1,0.525931077229974,0.598936095473139,""
"log(GVT_HEALTH_PC)",1.16516208973566,1,1.16516208973566,0.243953387843525,""
"log(GVT_HOUSING_AMEN_PC)",-0.126003811297359,1,-0.126003811297359,0.899728907644579,""
"log(GVT_SOCIAL_PROTECTION_PC)",-1.05653320766148,1,-1.05653320766148,0.290724677581309,""
"log(GVT_OTHER_PC)",3.39135531158315,1,3.39135531158315,0.000695478739106944,"***"
"log(GVT_TRANSPORT_PC)",0.245122609485759,1,0.245122609485759,0.806361497016806,""
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.323403668019797,1,-0.323403668019797,0.746389551997013,""
"I(log(GVT_COMMUNICATION_PC)^2)",0.140350881995737,1,0.140350881995737,0.888382764116604,""
"I(log(GVT_ECON_AFFAIRS_PC)^2)",-0.180723153053761,1,-0.180723153053761,0.856584884514045,""
"I(log(GVT_EDUCATION_PC)^2)",0.0278547155488054,1,0.0278547155488054,0.977778026171893,""
"I(log(GVT_ENERGY_PC)^2)",0.0319267912833819,1,0.0319267912833819,0.97453043317232,""
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.0305194093621978,1,0.0305194093621978,0.975652814157935,""
"I(log(GVT_HEALTH_PC)^2)",-0.308721281560131,1,-0.308721281560131,0.757533553750613,""
"I(log(GVT_HOUSING_AMEN_PC)^2)",0.0152685524840276,1,0.0152685524840276,0.987817931040665,""
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0416669285308705,1,-0.0416669285308705,0.96676421826316,""
"I(log(GVT_OTHER_PC)^2)",-0.500493514725472,1,-0.500493514725472,0.616727621490328,""
"I(log(GVT_TRANSPORT_PC)^2)",-0.0615076404659363,1,-0.0615076404659363,0.950954929717334,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.0580048202192388,1,0.0580048202192388,0.953744789013848,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",0.331786494669681,1,0.331786494669681,0.740050482874244,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",-0.0321982884529105,1,-0.0321982884529105,0.974313921089632,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",-0.0178297969156517,1,-0.0178297969156517,0.985774634033982,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0733276176147627,1,-0.0733276176147627,0.94154541517365,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.143364464621372,1,-0.143364464621372,0.886002346149038,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.0703136920511024,1,0.0703136920511024,0.943943984799916,""
