"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",1.57426578911595,0.849118986369735,1.85399904416984,0.0637392967406138,"."
"log(GVT_AGRI_FORESTRY_PC)",0.49422962951804,0.374365726307551,1.32017862423661,0.186775387014267,""
"log(GVT_COMMUNICATION_PC)",0.923424239424467,0.178889372078321,5.16198491110013,2.44344990165293e-07,"***"
"log(GVT_ECON_AFFAIRS_PC)",-0.0823205219061354,0.49219113212555,-0.167253159459884,0.867170858243287,""
"log(GVT_EDUCATION_PC)",1.42065987151507,0.767884187326382,1.85009653143337,0.0642996377822632,"."
"log(GVT_ENERGY_PC)",-0.125751445338094,0.104244923834512,-1.20630761395848,0.227698902968554,""
"log(GVT_ENV_PROTECTION_PC)",-0.104008232416352,0.158097840461294,-0.657872568738949,0.510620018597721,""
"log(GVT_HEALTH_PC)",-2.94826621685717,0.610818464444151,-4.82674704265876,1.38781212646814e-06,"***"
"log(GVT_HOUSING_AMEN_PC)",1.20557550394568,0.304023869996256,3.96539753263627,7.32737249248132e-05,"***"
"log(GVT_SOCIAL_PROTECTION_PC)",-0.514643679328033,0.49762533139407,-1.03419911901648,0.301043085925403,""
"log(GVT_OTHER_PC)",2.84981346908742,0.522882965220782,5.45019375011408,5.03149751358727e-08,"***"
"log(GVT_TRANSPORT_PC)",-1.3590676566139,0.406234032358202,-3.34552880447871,0.000821258284519351,"***"
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.31046395973826,0.0594652023315509,-5.22093506059651,1.78021963463984e-07,"***"
"I(log(GVT_COMMUNICATION_PC)^2)",0.04355942068793,0.022955699676974,1.89754271491985,0.0577563467935042,"."
"I(log(GVT_ECON_AFFAIRS_PC)^2)",-0.108462944230048,0.0640660167931719,-1.6929871663507,0.09045791005837,"."
"I(log(GVT_EDUCATION_PC)^2)",-0.322873779414728,0.215638220188761,-1.49729384304924,0.134316816231551,""
"I(log(GVT_ENERGY_PC)^2)",0.0375788869832257,0.00561726162978349,6.68989437557569,2.23331733630939e-11,"***"
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.014838753560663,0.00665493663004263,2.22973626731107,0.0257649566705272,"*"
"I(log(GVT_HEALTH_PC)^2)",-0.44554475590217,0.151255747684381,-2.94563851439134,0.00322288808879059,"**"
"I(log(GVT_HOUSING_AMEN_PC)^2)",0.101254072040827,0.0244709469158339,4.13772594861504,3.50764968817263e-05,"***"
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0379054946036108,0.0242778141776432,-1.56132237961179,0.1184477057906,""
"I(log(GVT_OTHER_PC)^2)",-0.490567758886601,0.10057752253543,-4.87750887593985,1.07434015308769e-06,"***"
"I(log(GVT_TRANSPORT_PC)^2)",-0.00943860471195934,0.0510011209327112,-0.185066613034099,0.853176788166895,""
