"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",3.87270580837878,0.932126903637353,4.15469802799026,3.25717418908855e-05,"***"
"log(GVT_AGRI_FORESTRY_PC)",0.318864911353943,0.855331042582067,0.372797075611047,0.709299479538369,""
"log(GVT_COMMUNICATION_PC)",0.365306063116535,0.714595658923841,0.511206664292748,0.609206352662528,""
"log(GVT_ECON_AFFAIRS_PC)",-0.174386061835285,0.844077167094399,-0.206599667226613,0.836322520172104,""
"log(GVT_EDUCATION_PC)",-0.944344019978954,0.854861223502441,-1.10467523150704,0.269300339537228,""
"log(GVT_ENERGY_PC)",-0.169057685623047,0.390289254678911,-0.433159979672332,0.664898550834251,""
"log(GVT_ENV_PROTECTION_PC)",0.0163512493299247,0.652156309201153,0.0250725924126286,0.979997061394134,""
"log(GVT_HEALTH_PC)",-0.784246685552781,0.755129498798093,-1.03855919653653,0.299009790856568,""
"log(GVT_HOUSING_AMEN_PC)",-0.505955977313745,0.762070461406716,-0.663922829891339,0.50673970357937,""
"log(GVT_SOCIAL_PROTECTION_PC)",0.758812667266179,0.735063048182576,1.0323096354011,0.301927088703034,""
"log(GVT_OTHER_PC)",1.13901733549679,0.754446596585667,1.50973884785423,0.131110074440248,""
"log(GVT_TRANSPORT_PC)",0.845451576539905,0.608285738971328,1.38989215491004,0.16456162822263,""
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.20563712638089,0.430807207142904,-0.477329819398026,0.633127280167431,""
"I(log(GVT_COMMUNICATION_PC)^2)",0.0222505168247845,0.104406775069147,0.213113725714143,0.831238258985656,""
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.0166325809744133,0.403498386702173,0.0412209355044831,0.96711976373668,""
"I(log(GVT_EDUCATION_PC)^2)",0.0154032855930808,0.584969443809581,0.0263317781058233,0.978992708430426,""
"I(log(GVT_ENERGY_PC)^2)",0.0158655403966704,0.020213599591052,0.784894364074257,0.432515506734046,""
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.00637589818488487,0.0158263654854938,0.402865597330537,0.687047100983415,""
"I(log(GVT_HEALTH_PC)^2)",-0.286713387245208,0.364008719200798,-0.787655273408569,0.43089837414329,""
"I(log(GVT_HOUSING_AMEN_PC)^2)",-0.00582348057596002,0.128715145940104,-0.0452431649238071,0.963913488822972,""
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0658490517577722,0.0637506524445769,-1.0329157307844,0.301643336440179,""
"I(log(GVT_OTHER_PC)^2)",-0.0558532795804268,0.262300576663799,-0.212936167700524,0.831376751492915,""
"I(log(GVT_TRANSPORT_PC)^2)",0.0620695931336521,0.169310673279204,0.366601773718632,0.713916084969747,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.223865970005915,0.293686004887464,0.762262982506427,0.445903062529675,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.227280608440222,0.515883685885005,-0.440565605501401,0.659527507349497,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.439762958195739,0.584570679523815,0.75228363925807,0.451880504576852,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.046998848107978,0.0591889018395657,0.794048320669483,0.427167301510509,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",0.033257965902335,0.106862800631743,0.311221170563779,0.755632489875315,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.171851787339301,0.464882688223173,-0.36966699705712,0.711630625053893,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.160193243014277,0.208004797052096,0.770142060589859,0.441215628442671,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0841909085247084,0.261967146891074,0.321379644447229,0.747922706994814,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",0.0288439559876417,0.474673983001239,0.060765824588213,0.951545708031217,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",-0.175984276216656,0.285046260480579,-0.61738847554061,0.536978521596896,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",0.0261297311968099,0.282867911972162,0.0923743206312541,0.926400641346296,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",-0.172902420040781,0.328710998234167,-0.526001323258461,0.598887287572508,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.0644914583927444,0.0538628650103152,-1.19732692236838,0.231179154817145,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00672870481469714,0.0532973532157823,-0.126248385871151,0.899535311353651,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.159348529147126,0.315447216181054,0.505151166259354,0.613452666330443,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0456155826551893,0.162283261890241,-0.281086183034951,0.778644298467455,""
