"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",5.04431186003555,0.25164005174208,20.0457432158126,2.19873293691529e-89,"***"
"log(GVT_AGRI_FORESTRY_PC)",0.150896910928429,0.109082232521771,1.38333170709825,0.166563180149401,""
"log(GVT_COMMUNICATION_PC)",0.342335835151765,0.0551057910704402,6.21233863994741,5.22017752304691e-10,"***"
"log(GVT_ECON_AFFAIRS_PC)",-0.209000396997515,0.121057910144598,-1.72644973589808,0.0842665346440217,"."
"log(GVT_EDUCATION_PC)",-0.139364392116435,0.11476054880644,-1.21439286902935,0.224597737180635,""
"log(GVT_ENERGY_PC)",-0.158341872171693,0.0250316117415553,-6.32567626114252,2.52125921082608e-10,"***"
"log(GVT_ENV_PROTECTION_PC)",-0.0962102502205187,0.046186543000112,-2.08307970181456,0.037243959248215,"*"
"log(GVT_HEALTH_PC)",-0.0612743119172686,0.129556820048541,-0.472953194546692,0.636246572467047,""
"log(GVT_HOUSING_AMEN_PC)",-0.889395515251268,0.10342848396159,-8.5991351819636,8.03190347142582e-18,"***"
"log(GVT_SOCIAL_PROTECTION_PC)",0.185163318450534,0.0932431180195576,1.98581216912648,0.0470541840301845,"*"
"log(GVT_OTHER_PC)",1.25190891469374,0.0936167306800211,13.3727049171662,8.73071745402875e-41,"***"
"log(GVT_TRANSPORT_PC)",0.363002306227442,0.072791186855745,4.98689912759393,6.13560788345495e-07,"***"
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.141944226397511,0.0146971201078059,-9.65796192426313,4.54822089424364e-22,"***"
"I(log(GVT_COMMUNICATION_PC)^2)",0.0646787332621789,0.00861594609901523,7.50686372905367,6.05607103300376e-14,"***"
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.00883468264890144,0.0209452063878442,0.421799741922274,0.673171194098487,""
"I(log(GVT_EDUCATION_PC)^2)",-0.651477527986337,0.0931185320911392,-6.99621775984083,2.62964718585849e-12,"***"
"I(log(GVT_ENERGY_PC)^2)",0.0124715226284739,0.00145793267296112,8.55425141350574,1.18636086655181e-17,"***"
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.00584509028906826,0.00120729140921445,4.84149083183777,1.28868622535899e-06,"***"
"I(log(GVT_HEALTH_PC)^2)",-0.502099339061051,0.035503075980937,-14.1424179507896,2.0801242842171e-45,"***"
"I(log(GVT_HOUSING_AMEN_PC)^2)",0.0486257525044583,0.00918005265509946,5.2968925485898,1.17789960154924e-07,"***"
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0648011586286359,0.00558174378277737,-11.6094828337664,3.68839641795102e-31,"***"
"I(log(GVT_OTHER_PC)^2)",-0.0785733344065743,0.0215555949746944,-3.64514802299898,0.000267237940651772,"***"
"I(log(GVT_TRANSPORT_PC)^2)",0.105614088089909,0.017459694038795,6.04902284399926,1.4572699734219e-09,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.220278842010556,0.015632911116621,14.0907115998602,4.33174577779127e-45,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.130620098533822,0.0174588613818446,-7.48159319654451,7.34269391840735e-14,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.632785350143052,0.0654046681103198,9.67492639937741,3.85368835823241e-22,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.0215403863063138,0.00427970006214685,5.03315325689164,4.8247710041136e-07,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0169450081403383,0.0126469290701929,-1.33985159925308,0.180293596309352,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.580519781614033,0.038939914476371,-14.9080908219841,2.9198240403188e-50,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.132345006494013,0.00799078504164867,16.5622033134691,1.30718231735945e-61,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.181939701678046,0.0134095047013744,13.5679658369036,6.2019406319832e-42,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.0855670699075552,0.0473597215313925,-1.80674774134465,0.0708016201930367,"."
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",-0.000840066430971135,0.0282241044053973,-0.0297641483642786,0.976255151551242,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.0532576625939579,0.0177416875814135,-3.0018374717494,0.00268355408728966,"**"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",-0.184062663253034,0.0273713899063095,-6.72463707115599,1.76030641994586e-11,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.0424782178143764,0.00408539648916444,-10.3975753460013,2.54322168188344e-25,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.0115754064623159,0.00313544489255557,3.69179075345869,0.000222680638044599,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.143041176115999,0.0202912352683697,7.04940700869864,1.79681865726367e-12,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0382762369356481,0.00527831017415898,-7.25160812319009,4.11852050906617e-13,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.0694655000957079,0.00975782550065631,-7.11895289488786,1.0875006582412e-12,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",0.0902528666187218,0.0162775760063385,5.54461343529142,2.94604294718148e-08,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",-0.154017365604327,0.0172996263628411,-8.9029301774488,5.43913965609967e-19,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",0.797175440537594,0.033359021482866,23.896847242568,3.30285164685836e-126,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENERGY_PC))",-0.0278740295012165,0.0108835679345494,-2.56111136245419,0.0104337905218997,"*"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENV_PROTECTION_PC))",-0.00645297696608643,0.00945946185860394,-0.682171677685562,0.495130401296098,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HEALTH_PC))",-0.584721164061563,0.0416808783131342,-14.0285230956208,1.04301094391023e-44,"***"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_HOUSING_AMEN_PC))",0.0586635126710203,0.0208433969200381,2.81448906318257,0.00488548400183837,"**"
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.14030480173512,0.0143371740069229,-9.78608487749199,1.29202164021829e-22,"***"
