"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",3.23874452430513,0.0160817911919357,201.392026898671,0,"***"
"log(GVT_AGRI_FORESTRY_PC)",0.163983078987077,0.00528140263067846,31.0491531235541,1.1712859833917e-211,"***"
"log(GVT_COMMUNICATION_PC)",-0.168803617488909,0.00199691147053619,-84.5323490698282,0,"***"
"log(GVT_ECON_AFFAIRS_PC)",-0.042186077360202,0.00651088875947403,-6.47931164525224,9.21420119416953e-11,"***"
"log(GVT_EDUCATION_PC)",0.451295168833321,0.00660015846844016,68.3764141408529,0,"***"
"log(GVT_ENERGY_PC)",-0.000446134350355899,0.0011306345069697,-0.394587594492952,0.693147270333092,""
"log(GVT_ENV_PROTECTION_PC)",-0.130990417569447,0.00225480080466355,-58.0940087029071,0,"***"
"log(GVT_HEALTH_PC)",0.157500765036857,0.00703626038000332,22.3841581366809,5.61559078347022e-111,"***"
"log(GVT_HOUSING_AMEN_PC)",0.0933140070485913,0.00451847884443993,20.6516419045352,9.43578943861716e-95,"***"
"log(GVT_SOCIAL_PROTECTION_PC)",-0.0327435644016387,0.00433913658130212,-7.54610134715161,4.48481098491391e-14,"***"
"log(GVT_OTHER_PC)",-0.301655041371843,0.00672286900753261,-44.8699864646856,0,"***"
"log(GVT_TRANSPORT_PC)",0.192813391609942,0.00351593312214214,54.8398916906779,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC)^2)",0.0298029871563628,0.000445759393778306,66.8589099239152,0,"***"
"I(log(GVT_COMMUNICATION_PC)^2)",-0.000955150144989148,0.000399500848389319,-2.39085886510644,0.0168090130286266,"*"
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.0382118471838153,0.00111539439289781,34.2585971626955,3.24803432179692e-257,"***"
"I(log(GVT_EDUCATION_PC)^2)",-0.0845584769291224,0.00287579032533504,-29.4035612346915,4.94511666922911e-190,"***"
"I(log(GVT_ENERGY_PC)^2)",0.00080514184173393,6.74137949596064e-05,11.9432801879254,7.03913546702076e-33,"***"
"I(log(GVT_ENV_PROTECTION_PC)^2)",-0.000239531242099215,0.000104660571336397,-2.28864833280262,0.0220997932472614,"*"
"I(log(GVT_HEALTH_PC)^2)",-0.0874445508051404,0.00226467811951205,-38.6123529219161,0,"***"
"I(log(GVT_HOUSING_AMEN_PC)^2)",-0.00285355158558449,0.000419035530474193,-6.80980818584842,9.77289609855977e-12,"***"
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0110198717370784,0.000330615965419013,-33.3313357178989,1.35800921777673e-243,"***"
"I(log(GVT_OTHER_PC)^2)",0.0500242822413684,0.000929037469981092,53.8452795045893,0,"***"
"I(log(GVT_TRANSPORT_PC)^2)",-0.0300038180518047,0.000336708930444455,-89.1090652457593,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.00586179210889519,0.000615164549037696,9.52881975735567,1.59081471535139e-21,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.130772138814866,0.00149582635415632,-87.4246789752708,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.112248365183519,0.00261259303804441,42.9643513356139,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.0217065976295066,0.00036486033185498,59.492895594181,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",-0.012467606900574,0.00067797764150633,-18.3894071681678,1.59716835103931e-75,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.0368802047372322,0.00184702371303437,-19.9673693829539,1.0588514060163e-88,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0234774623789016,0.00042059242271892,-55.8199841716869,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0178936003161979,0.000894819851563345,19.9968745495932,5.86337116689143e-89,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",-0.084620099544263,0.00180975205785929,-46.7578413168696,0,"***"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",0.0953808743982565,0.000961084650600079,99.2429484111549,0,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.000658150849902436,0.000707908382860264,-0.929711903174835,0.352520269800394,""
