"Variable","Estimate","Std_Error","z_value","p_value","Significance"
"(Intercept)",3.57472326025506,0.845755502974379,4.22666272661941,2.3718276465534e-05,"***"
"log(GVT_AGRI_FORESTRY_PC)",-0.242963288063607,0.537828168126437,-0.451748908782497,0.651449879778004,""
"log(GVT_COMMUNICATION_PC)",0.196500836781585,0.256493229542399,0.766105355420709,0.443613616702154,""
"log(GVT_ECON_AFFAIRS_PC)",0.422781934892034,0.626480246305181,0.674852778496198,0.499769304472146,""
"log(GVT_EDUCATION_PC)",-0.403978503227645,0.751616819898903,-0.537479327939977,0.590936560415877,""
"log(GVT_ENERGY_PC)",-0.283943475505973,0.102646053952708,-2.76623858952038,0.0056707029121565,"**"
"log(GVT_ENV_PROTECTION_PC)",0.217898767133844,0.183410591146422,1.18803808314368,0.234818406162601,""
"log(GVT_HEALTH_PC)",-0.713596781075839,0.626968375137097,-1.13817029594164,0.25504937947936,""
"log(GVT_HOUSING_AMEN_PC)",-1.23022240440397,0.359874885668151,-3.41847251196737,0.000629736783077745,"***"
"log(GVT_SOCIAL_PROTECTION_PC)",0.533242094090686,0.329256543624251,1.61953377819341,0.105332464843807,""
"log(GVT_OTHER_PC)",1.46723544386914,0.657646894126706,2.23103835351871,0.0256785885887928,"*"
"log(GVT_TRANSPORT_PC)",0.889937938467637,0.347833115689862,2.55851987152693,0.0105118812117206,"*"
"I(log(GVT_AGRI_FORESTRY_PC)^2)",-0.0895565352820966,0.132619285570511,-0.675290436808159,0.499491258546132,""
"I(log(GVT_COMMUNICATION_PC)^2)",0.0383047669252808,0.0313817875311029,1.22060500496718,0.222235610426533,""
"I(log(GVT_ECON_AFFAIRS_PC)^2)",0.00360028897772983,0.0968990644111957,0.0371550437520412,0.970361383729308,""
"I(log(GVT_EDUCATION_PC)^2)",0.323770310910745,0.160340662641014,2.01926514196609,0.0434596688629146,"*"
"I(log(GVT_ENERGY_PC)^2)",0.016137375130081,0.0101401585823748,1.59143222455418,0.111512336992655,""
"I(log(GVT_ENV_PROTECTION_PC)^2)",0.0219848913022644,0.0121827970050473,1.804584882532,0.0711396654635292,"."
"I(log(GVT_HEALTH_PC)^2)",-0.0498788740070374,0.132751215080455,-0.37573195828609,0.707116176571766,""
"I(log(GVT_HOUSING_AMEN_PC)^2)",0.00325319991642708,0.0361888227709444,0.0898951573257322,0.928370529466793,""
"I(log(GVT_SOCIAL_PROTECTION_PC)^2)",-0.0191051330243121,0.0235869620923048,-0.809987015264894,0.417947638600459,""
"I(log(GVT_OTHER_PC)^2)",-0.0277452004068382,0.0811162928505812,-0.342042263419826,0.732319086691205,""
"I(log(GVT_TRANSPORT_PC)^2)",0.192730473294585,0.060814068116113,3.16917580528576,0.00152871896233954,"**"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_COMMUNICATION_PC))",0.125450282487842,0.0966653885079049,1.29777870263857,0.194363390033824,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ECON_AFFAIRS_PC))",-0.230725794653065,0.15840940163462,-1.45651578929164,0.145250088047796,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_EDUCATION_PC))",0.392556718453388,0.341620547652281,1.14910160161956,0.250514088058405,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENERGY_PC))",0.0529850123849816,0.0329644927123943,1.60733589463246,0.107980704288001,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_ENV_PROTECTION_PC))",0.0286824991997184,0.0540233217923316,0.530928092685144,0.595468609563753,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HEALTH_PC))",-0.121504635718821,0.169559592346527,-0.716589572063276,0.473627380719194,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_HOUSING_AMEN_PC))",0.179869116255477,0.080365529659663,2.23813763210668,0.0252120812577708,"*"
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_SOCIAL_PROTECTION_PC))",0.0748008554526941,0.10439014124392,0.716550955496011,0.473651215682854,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_OTHER_PC))",0.0521022536505503,0.245543643049025,0.212191417393557,0.831957702219961,""
"I(log(GVT_AGRI_FORESTRY_PC) * log(GVT_TRANSPORT_PC))",-0.217701998724808,0.0952291985905046,-2.28608454073996,0.0222493132100572,"*"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ECON_AFFAIRS_PC))",0.061141162347401,0.0755315545780588,0.809478405269868,0.418240019270406,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_EDUCATION_PC))",-0.143293065474897,0.107810019755422,-1.32912567681531,0.183806510325901,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENERGY_PC))",-0.0658045243944787,0.0184070078310324,-3.57497128259698,0.000350266340253342,"***"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_ENV_PROTECTION_PC))",0.00834205238891639,0.0239760293607175,0.347933023579962,0.727890483687559,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HEALTH_PC))",0.185114756654739,0.068742598319738,2.69286819496881,0.00708402680643933,"**"
"I(log(GVT_COMMUNICATION_PC) * log(GVT_HOUSING_AMEN_PC))",-0.0903201664040259,0.0536194813755645,-1.68446549811626,0.0920917418716804,"."
"I(log(GVT_COMMUNICATION_PC) * log(GVT_SOCIAL_PROTECTION_PC))",-0.00846306958548784,0.0538964585410506,-0.157024595206787,0.875225464376697,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_OTHER_PC))",-0.0562645541525793,0.0943354755151487,-0.596430492827104,0.55088767492538,""
"I(log(GVT_COMMUNICATION_PC) * log(GVT_TRANSPORT_PC))",-0.0676555261425054,0.0547111949040597,-1.23659383168554,0.216237911060734,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_EDUCATION_PC))",0.693248817645478,0.432578031408339,1.60259829975294,0.109023369383527,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENERGY_PC))",0.0228759723067967,0.0597258443446104,0.383016306555756,0.701707673477653,""
"I(log(GVT_ECON_AFFAIRS_PC) * log(GVT_ENV_PROTECTION_PC))",-0.0481972538069492,0.0444900989515592,-1.08332539020483,0.278664019314756,""
