12.19499416,14.69139588,12.09728961,9.480901718,13.40533208,10.27216449,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11.95000013,14.76252446,12.19001948,9.480901718,13.24855026,10.10024195,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.48495839,14.76058309,12.25151435,8.902591637,13.44048936,10.42899379,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11.70751877,14.73658981,11.70505708,9.480901718,13.04725274,9.978519341,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11.54069221,14.70381325,11.73132177,9.480901718,12.97862352,9.931069288,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11.48100007,14.65793944,10.94316338,9.480901718,12.96296322,9.839875658,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11.93125827,14.58931564,11.65563957,9.480901718,13.10888474,10.22390346,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12.60079801,15.48151782,10.46868772,10.20448064,13.25978927,9.695960969,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.78422145,15.6685219,10.53030795,10.20448064,13.3152615,10.00369707,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12.86725372,15.83334262,10.21764114,10.20448064,13.28222094,10.07457747,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.84460948,15.84036391,10.21365248,10.20448064,13.30033036,10.08911281,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12.92003968,15.87831446,10.24028117,10.20448064,13.34352078,10.02651221,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.02862854,15.94825587,9.783182589,10.20448064,13.46884835,10.2670295,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.1093631,16.01982108,9.518560096,10.20448064,13.49852865,10.36623771,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13.22719132,16.02707625,9.379998755,10.20448064,13.54467333,10.38976715,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13.12583538,16.17636456,9.437953918,10.20448064,13.52501785,10.27775142,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.01350714,16.12804598,9.400133944,10.20448064,13.46765969,10.24083227,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13.09081614,16.10551687,9.169310022,10.20448064,13.45116582,10.49251946,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12.98633405,16.09962613,9.19776159,10.20448064,13.48683921,10.31019797,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12.98665475,16.12804598,9.062072355,10.20448064,13.43561484,10.25648512,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12.66778687,15.77869914,13.64867999,10.29748718,13.10983836,10.25499699,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.6389456,15.7750418,13.68510228,10.29748718,13.07570732,10.21587458,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12.70620566,15.95227717,13.55048586,10.29748718,13.14425189,10.24487909,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.61922352,15.96482791,13.67838873,10.29748718,13.11036257,10.21456239,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12.60308332,15.98741733,13.48876744,10.29748718,13.14821543,10.01791857,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.77671644,16.10895399,13.67231317,10.29748718,13.23575329,10.19786824,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12.90328033,16.11809565,13.57180071,10.29748718,13.28612991,10.26584545,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.76200368,16.03362649,13.5774399,10.29748718,13.22798567,10.0749915,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.61591497,15.98387831,13.42298339,10.29748718,13.15099363,9.929657041,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.61042272,15.92971578,13.43740183,10.29748718,13.12312925,10.00027462,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12.46537942,15.61837481,13.43700038,10.29748718,13.03765642,10.02503961,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12.64417088,15.60041324,13.9420595,10.29748718,13.06551654,10.25563555,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12.4705596,15.57560735,13.81568954,10.29748718,13.07075306,10.0579076,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12.6229477,16.34920737,14.44756926,10.03539262,13.24487767,9.892039621,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.88336993,16.43290639,14.62921692,10.03539262,13.3372891,10.07242777,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12.77755749,16.46168536,14.57436542,10.03539262,13.23035191,10.05089345,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.80004099,16.52356076,14.67476226,10.03539262,13.32060754,10.04387051,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13.03010128,16.5755205,14.68969639,10.03539262,13.38575258,10.33053973,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.07760615,16.58809928,14.75513376,10.03539262,13.47717346,10.22476049,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.19245661,16.60667567,14.72654872,10.03539262,13.52540432,10.06304102,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13.25184118,16.59432983,14.67498244,10.03539262,13.51571036,10.12049112,0,0,0,0,0,0,0,1,0,0,0,0,0,1
