-1.358955,1,11.34988,128.81979,.77702701,.60377097,1,8.8191652,.77702701,11.34988,3.2347031,5.8971539,0,10.4633,34.776421,19.075541,0,0,36.713501,66.931999,0,2.5134521,4.5822482,0,3.2347031,5.8971539,0,12.68887,161.0074,144.0172,9.8595943,12.68887,41.044731,74.828209,0
-1.527581,1,10.63682,113.1419,.59427369,.35316119,1,6.3211818,.59427369,10.63682,2.740685,5.840642,0,7.5113549,34.113091,16.00736,0,0,29.15217,62.125851,0,1.6287169,3.4709401,0,2.740685,5.840642,0,12.24553,149.95309,130.25349,7.2771978,12.24553,33.56115,71.521767,0
-1.0587471,1,9.9014959,98.039612,.78957582,.62342989,1,7.8179808,.78957582,9.9014959,3.008225,5.7037821,0,9.0494204,32.533131,17.15826,0,0,29.785931,56.475979,0,2.375222,4.5035682,0,3.008225,5.7037821,0,11.18816,125.175,110.7796,8.8339033,11.18816,33.656521,63.814861,0
-1.332583,1,10.65431,113.5143,.72298932,.5227136,1,7.702951,.72298932,10.65431,3.157793,5.7651911,0,9.9716568,33.237431,18.20528,0,0,33.6441,61.424122,0,2.283051,4.1681719,0,3.157793,5.7651911,0,11.72057,137.3718,124.8746,8.4738503,11.72057,37.01115,67.57135,0
-1.159493,1,10.45432,109.2928,.86189997,.74287158,1,9.0105801,.86189997,10.45432,3.261951,5.840642,0,10.64033,34.113091,19.051889,0,0,34.10149,61.059952,0,2.811476,5.034049,0,3.261951,5.840642,0,12.07368,145.7738,126.2222,10.40631,12.07368,39.38377,70.518059,0
-1.415406,1,11.41053,130.2003,.81738299,.66811502,1,9.3267775,.81738299,11.41053,3.107527,5.8971539,1,9.6567249,34.776421,18.325569,3.107527,5.8971539,35.458549,67.28968,11.41053,2.54004,4.8202329,.81738299,3.107527,5.8971539,1,13.0359,169.9348,148.7466,10.65533,13.0359,40.509418,76.874733,13.0359
-1.02293,1,10.24133,104.8849,.85450637,.73018128,1,8.7512856,.85450637,10.24133,3.1589069,5.840642,0,9.9786959,34.113091,18.45005,0,0,32.351429,59.81596,0,2.699307,4.9908662,0,3.1589069,5.840642,0,12.2264,149.485,125.2147,10.44754,12.2264,38.622082,71.410049,0
-1.939243,1,13.84297,191.6279,.80577272,.64926958,1,11.15429,.80577272,13.84297,2.873256,6.1944051,0,8.2556,38.370659,17.798109,0,0,39.77441,85.749001,0,2.315191,4.9912829,0,2.873256,6.1944051,0,14.59721,213.07851,202.0688,11.76203,14.59721,41.941521,90.421028,0
-1.085254,1,12.04506,145.0834,.74937499,.5615629,1,9.0262642,.74937499,12.04506,2.799001,6.0378709,0,7.834404,36.455891,16.9,0,0,33.714119,72.726486,0,2.097501,4.5246301,0,2.799001,6.0378709,0,14.15312,200.3109,170.4752,10.606,14.15312,39.614609,85.454742,0
-1.561435,1,10.65286,113.4834,.45320001,.2053902,1,4.8278751,.45320001,10.65286,2.612664,5.7651911,0,6.8260112,33.237431,15.0625,0,0,27.832331,61.415749,0,1.184059,2.6127851,0,2.612664,5.7651911,0,12.29683,151.21201,130.99631,5.5729222,12.29683,32.127468,70.893562,0
