2.369792342,1.748195161,-3.05618632,0.953657445,1,1
2.399799708,1.810581095,-3.278203901,0.949805253,2,1
2.471769138,2.003652717,-4.01462421,0.977296949,3,1
2.517069755,2.157415696,-4.654442484,0.965003479,4,1
2.143399021,2.128773212,-4.53167539,1.054788631,5,1
1.926619314,2.153709237,-4.638463479,1.026686722,6,1
2.038415069,2.367931526,-5.607099711,1.060726608,7,1
1.990019288,2.551713148,-6.511239991,1.065925908,8,1
1.927286994,2.959166694,-8.75666752,1.139281702,9,1
1.741356238,3.349464107,-11.2189098,1.206663834,10,1
1.469155549,2.836798519,-8.047425835,1.080781558,11,1
1.355437761,2.803513788,-7.859689559,1.096170698,12,1
1.449302064,3.046268467,-9.279751572,1.130082119,13,1
1.605946369,3.343720931,-11.18046967,1.15997006,14,1
1.752090682,3.553172531,-12.62503503,1.116231,15,1
1.701975683,0.955302965,-0.912603756,0.875799992,1,1
1.7486088,0.980976612,-0.962315114,0.844750506,2,1
1.879987011,1.20219897,-1.445282363,0.897500019,3,1
2.163883679,1.452445465,-2.10959783,0.914428965,4,1
1.721245126,1.546703272,-2.392291013,1.011279739,5,1
1.572985069,1.564954828,-2.449083613,0.995847777,6,1
1.594405105,1.693306548,-2.867287065,0.997036086,7,1
1.589870707,1.834880416,-3.366786142,1.020714844,8,1
1.687719762,2.199012435,-4.835655688,1.114732232,9,1
1.544059624,2.459969128,-6.051448108,1.121767522,10,1
1.302081264,2.433491803,-5.921882356,1.051189802,11,1
1.265919378,2.290884897,-5.248153612,0.95031198,12,1
1.372890378,2.301527204,-5.297027469,0.939677861,13,1
1.531704764,2.517033908,-6.335459696,0.963784838,14,1
1.634110303,2.55000671,-6.502534219,0.94346582,15,1
0.879692835,0.481516658,-0.231858292,0.935541974,1,1
0.915628143,0.488872694,-0.238996511,0.958471347,2,1
1.023749921,0.561552307,-0.315340994,1.038644753,3,1
1.0485587,0.597411375,-0.356900351,1.033952181,4,1
0.706485767,0.634329169,-0.402373495,1.082310658,5,1
0.605006961,0.674349746,-0.45474758,1.083520379,6,1
0.629546794,0.752185373,-0.565782836,1.039190733,7,1
0.63114294,0.822068629,-0.67579683,1.024108484,8,1
0.728436001,0.990092298,-0.980282759,1.167355063,9,1
0.498253475,0.989701469,-0.979508997,1.125958721,10,1
0.202821362,0.858663484,-0.737302978,1.015665421,11,1
0.103004477,0.826694362,-0.683423569,1.052139022,12,1
0.13829031,0.860179095,-0.739908075,1.049054057,13,1
0.301340916,0.907159373,-0.822938128,1.008792497,14,1
0.326914564,0.905177702,-0.819346673,1.029650358,15,1
0.233065725,0.158520824,-0.025128852,0.770912964,1,1
0.34526916,0.177506331,-0.031508498,0.784478603,2,1
0.708168162,0.259635579,-0.067410634,0.87237602,3,1
0.888687978,0.31140673,-0.096974151,0.863899057,4,1
0.525981084,0.318911391,-0.101704475,0.945517705,5,1
0.351381419,0.301419476,-0.0908537,0.950510031,6,1
0.284400181,0.313592072,-0.098339988,0.979671783,7,1
0.265194324,0.326315133,-0.106481566,0.994076019,8,1
0.313052359,0.35275209,-0.124434037,1.090848286,9,1
0.212197007,0.44490162,-0.197937451,1.151409237,10,1
0.034691518,0.470656001,-0.221517071,1.091485262,11,1
0.039604049,0.45809074,-0.209847126,1.036441207,12,1
0.226300547,0.502615948,-0.252622791,1.020673806,13,1
0.391299654,0.680981004,-0.463735127,1.060860427,14,1
0.547212255,0.773238791,-0.597898228,1.044721903,15,1
-0.257745521,0.093630278,-0.008766629,0.790198903,1,1
-0.197138723,0.096599114,-0.009331389,0.825166598,2,1
-0.165448322,0.103391842,-0.010689873,0.926235335,3,1
-0.109386307,0.122850749,-0.015092306,0.944457862,4,1
-0.564137518,0.129006772,-0.016642747,0.99524827,5,1
-0.576052805,0.13570959,-0.018417093,0.992364925,6,1
-0.549353378,0.155865752,-0.024294133,1.015820651,7,1
-0.534631862,0.175183373,-0.030689214,1.041046351,8,1
-0.372399278,0.219844362,-0.048331544,1.127320102,9,1
-0.462282995,0.275316467,-0.075799157,1.078975899,10,1
-0.674122404,0.264248468,-0.069827253,1.048996961,11,1
-0.651426272,0.310645254,-0.096500474,1.099380561,12,1
-0.590469991,0.316995776,-0.100486322,1.081018863,13,1
-0.406328672,0.342517127,-0.117317982,1.061070968,14,1
-0.32500901,0.39134146,-0.153148139,1.133969995,15,1
-0.529343129,0.069141964,-0.004780611,0.800304884,1,1
-0.466439397,0.072998882,-0.005328837,0.849104072,2,1
-0.3255609,0.081342084,-0.006616535,0.893126826,3,1
-0.225683421,0.092193567,-0.008499654,0.89273786,4,1
-0.494967187,0.101002827,-0.010201571,0.943683498,5,1
-0.838290829,0.096261496,-0.009266276,0.883846952,6,1
-0.802331497,0.104545981,-0.010929862,0.910576773,7,1
-0.754653882,0.112826797,-0.012729886,0.924768683,8,1
-0.659738303,0.12665629,-0.016041816,0.975489506,9,1
-0.71330592,0.170183324,-0.028962364,0.988965932,10,1
-0.829962683,0.20668093,-0.042717007,0.923823032,11,1
-0.692389451,0.282854156,-0.080006473,1.03495136,12,1
-0.384614169,0.342133637,-0.117055426,0.992084798,13,1
-0.057124433,0.452934726,-0.205149866,0.959552601,14,1
0.208545326,0.5578275,-0.31117152,0.938113075,15,1
