2.063058062,0.153842588,0.396110079,0.092142325,-3.5,1
2.33698652,0.572552923,0.529641472,0.472392596,-3.5,1
2.30058309,0.461327288,0.450504151,0.286440073,-3.5,1
1.574846468,-0.425975907,-0.465786581,-0.7656522,-3.5,1
2.16791019,0.518485701,0.182240165,-0.233687943,-3.5,1
0.609765572,-1.455595325,-1.158933761,-2.198466577,-3.5,1
1.996059933,-0.202832356,-0.174434779,0.250072429,-3.5,1
1.89761986,-0.231819893,0.050904163,-0.202147878,-3.5,1
2.219203484,0.336164145,0.666563848,-0.128594486,-3.5,1
2.228938553,0.461327288,0.572201086,0.293557541,-3.5,1
-0.186329578,-1.360285145,-1.101775347,-1.549122019,-3.5,1
-0.083381609,-2.371886057,-2.120344928,-2.421610128,-3.5,1
1.363537374,-0.539304593,-0.303267651,-1.053334272,-3.5,1
2.008214032,0.336164145,0.358130831,-0.337714236,-3.5,1
-0.083381609,-1.966420948,-1.977244085,-1.793001469,-3.5,1
0.139761942,-1.273273768,-1.158933761,-1.458799381,-3.5,1
2.380471632,0.636268737,0.945917496,0.415098501,-3.5,1
3.047850228,0.942299948,1.038290816,0.892575877,-3.5,1
2.607861474,0.623846217,0.748427718,0.141506048,-3.5,1
2.504709277,0.490314824,0.782765855,0.319613847,-3.5,1
1.631199404,0.336164145,-0.050565297,-0.269709507,-3.5,1
1.691939134,-0.440364645,-0.230946989,-0.632831287,-3.5,1
2.267993648,0.942299948,0.613023081,0.8055645,-3.5,1
1.976854953,0.230803629,0.118726759,0.00666318,-3.5,1
2.52332576,0.741629253,0.582563873,0.952436265,-3.5,1
1.153731588,-0.667137964,-0.574420422,-0.84977519,-3.5,1
1.621366483,0.153842588,0.076879649,0.371962246,-3.5,1
1.70837786,-0.425975907,-0.328585459,-0.384728201,-3.5,1
1.420695788,-0.069300964,-0.254477487,-1.099854288,-3.5,1
0.989541194,0.153842588,-1.284096904,-1.068601745,-3.5,1
1.340250423,-1.050130217,-1.02173264,-1.458799381,-3.5,1
0.139761942,-0.973169175,-1.466418461,-1.038296395,-3.5,1
1.621366483,-0.292444515,-0.060321472,-0.537973494,-3.5,1
-0.371063681,-0.762448144,-1.317998456,-2.198466577,-3.5,1
2.537657215,0.336164145,0.566979142,0.482228741,-3.5,1
0.727548607,-0.667137964,-0.070173769,-0.410683256,-3.5,1
1.621366483,-0.762448144,-0.624851275,-0.266255272,-3.5,1
2.834389123,0.763608159,0.82003725,0.274463882,-3.5,1
0.322083499,-0.985591695,-0.856652889,-1.731443576,-3.5,1
1.376244025,-0.202832356,0.042093533,-0.122005663,-3.5,1
1.420695788,-0.50008388,-0.303267651,-0.867231993,-3.5,1
2.151762203,0.070460979,-0.354560945,-0.551641132,-3.5,1
0.58221562,-0.356983036,-0.219386167,-0.69438918,-3.5,1
1.971299383,0.153842588,0.241959399,0.445679822,-2.5,1
2.323367632,0.572552923,0.331985551,0.084887154,-2.5,1
2.345644582,0.696166879,0.305138301,0.852835548,-2.5,1
1.141033005,-0.425975907,-0.207957471,-1.282175845,-2.5,1
2.218115936,0.518485701,0.338586235,0.075130979,-2.5,1
-0.030459207,-1.455595325,-1.852080942,-2.198466577,-2.5,1
2.056684555,-0.202832356,-0.207957471,0.141506048,-2.5,1
1.764730797,-0.231819893,-0.278575038,-0.178497048,-2.5,1
2.291524146,0.336164145,0.38987953,-0.058400413,-2.5,1
2.14710019,0.461327288,0.338586235,0.520633461,-2.5,1
0.09531018,-1.360285145,-0.793473988,-0.969104538,-2.5,1
-0.083381609,-2.371886057,-1.427197748,-2.421610128,-2.5,1
1.047318994,-0.539304593,-0.303267651,-0.987376305,-2.5,1
1.840549633,0.336164145,0.12689007,-0.188655865,-2.5,1
-0.083381609,-1.966420948,-1.912705563,-1.793001469,-2.5,1
0.751416089,-1.273273768,-1.353089776,-1.505319396,-2.5,1
1.788420568,0.636268737,0.949495317,0.577093916,-2.5,1
2.897016301,0.942299948,0.970697525,0.983547655,-2.5,1
