2.063058062,1,0.153842588,0.396110079,0.092142325,0.023667542,0.0609386,0.014175414,0.156903195,0.036498504,0.008490208,1
2.33698652,1,0.572552923,0.529641472,0.472392596,0.32781685,0.303247773,0.270469762,0.280520089,0.25019871,0.223154765,1
2.30058309,1,0.461327288,0.450504151,0.286440073,0.212822867,0.207829858,0.132142622,0.20295399,0.129042442,0.082047915,1
1.574846468,1,-0.425975907,-0.465786581,-0.7656522,0.181455473,0.198413861,0.32614939,0.216957139,0.35663052,0.586223291,1
2.16791019,1,0.518485701,0.182240165,-0.233687943,0.268827422,0.09448892,-0.121163857,0.033211478,-0.042587329,0.054610055,1
0.609765572,1,-1.455595325,-1.158933761,-2.198466577,2.11875775,1.686938564,3.200077672,1.343127462,2.547877139,4.83325529,1
1.996059933,1,-0.202832356,-0.174434779,0.250072429,0.041140965,0.035381017,-0.05072278,0.030427492,-0.043621329,0.06253622,1
1.89761986,1,-0.231819893,0.050904163,-0.202147878,0.053740463,-0.011800598,0.046861899,0.002591234,-0.010290169,0.040863765,1
2.219203484,1,0.336164145,0.666563848,-0.128594486,0.113006332,0.224074866,-0.043228855,0.444307363,-0.085716435,0.016536542,1
2.228938553,1,0.461327288,0.572201086,0.293557541,0.212822867,0.263971975,0.135426104,0.327414083,0.167973944,0.08617603,1
-0.186329578,1,-1.360285145,-1.101775347,-1.549122019,1.850375676,1.498728638,2.10724767,1.213908915,1.70678445,2.39977903,1
-0.083381609,1,-2.371886057,-2.120344928,-2.421610128,5.625843467,5.029216571,5.743783298,4.495862614,5.134648752,5.864195612,1
1.363537374,1,-0.539304593,-0.303267651,-1.053334272,0.290849444,0.163553637,0.568068011,0.091971268,0.31944221,1.109513089,1
2.008214032,1,0.336164145,0.358130831,-0.337714236,0.113006332,0.120390745,-0.113527417,0.128257692,-0.12094588,0.114050905,1
-0.083381609,1,-1.966420948,-1.977244085,-1.793001469,3.866811345,3.888094188,3.525795648,3.909494172,3.545201549,3.214854268,1
0.139761942,1,-1.273273768,-1.158933761,-1.458799381,1.621226088,1.475639957,1.857450985,1.343127462,1.690651853,2.128095634,1
2.380471632,1,0.636268737,0.945917496,0.415098501,0.404837906,0.60185773,0.264114199,0.894759909,0.392648935,0.172306766,1
3.047850228,1,0.942299948,1.038290816,0.892575877,0.887929192,0.978381382,0.841074202,1.078047819,0.926753336,0.796691696,1
2.607861474,1,0.623846217,0.748427718,0.141506048,0.389184102,0.466903801,0.088278013,0.560144049,0.105907049,0.020023962,1
2.504709277,1,0.490314824,0.782765855,0.319613847,0.240408627,0.383801702,0.156711407,0.612722384,0.250182806,0.102153011,1
1.631199404,1,0.336164145,-0.050565297,-0.269709507,0.113006332,-0.01699824,-0.090666666,0.002556849,0.013637941,0.072743218,1
1.691939134,1,-0.440364645,-0.230946989,-0.632831287,0.193921021,0.101700889,0.278676525,0.053336512,0.14615048,0.400475438,1
2.267993648,1,0.942299948,0.613023081,0.8055645,0.887929192,0.577651617,0.759083386,0.375797298,0.493829632,0.648934164,1
1.976854953,1,0.230803629,0.118726759,0.00666318,0.053270315,0.027402567,0.001537886,0.014096043,0.000791098,4.44E-05,1
2.52332576,1,0.741629253,0.582563873,0.952436265,0.550013949,0.43204641,0.706354596,0.339380666,0.554854959,0.907134839,1
1.153731588,1,-0.667137964,-0.574420422,-0.84977519,0.445073063,0.383217671,0.56691729,0.329958821,0.488128223,0.722117874,1
1.621366483,1,0.153842588,0.076879649,0.371962246,0.023667542,0.011827364,0.057223635,0.00591048,0.028596327,0.138355912,1
1.70837786,1,-0.425975907,-0.328585459,-0.384728201,0.181455473,0.139969489,0.163884944,0.107968404,0.126416093,0.148015789,1
1.420695788,1,-0.069300964,-0.254477487,-1.099854288,0.004802624,0.017635535,0.076220962,0.064758791,0.279888155,1.209679455,1
0.989541194,1,0.153842588,-1.284096904,-1.068601745,0.023667542,-0.197548791,-0.164396458,1.648904859,1.372188192,1.141909689,1
1.340250423,1,-1.050130217,-1.02173264,-1.458799381,1.102773473,1.072952319,1.531929311,1.043937588,1.490502943,2.128095634,1
0.139761942,1,-0.973169175,-1.466418461,-1.038296395,0.947058243,1.427073244,1.010438046,2.150383103,1.522577002,1.078059404,1
1.621366483,1,-0.292444515,-0.060321472,-0.537973494,0.085523794,0.017640684,0.157327398,0.00363868,0.032451353,0.28941548,1
-0.371063681,1,-0.762448144,-1.317998456,-2.198466577,0.581327172,1.004905477,1.676216761,1.73711993,2.897575554,4.83325529,1
2.537657215,1,0.336164145,0.566979142,0.482228741,0.113006332,0.190598059,0.162108012,0.321465347,0.273413638,0.232544559,1
0.727548607,1,-0.667137964,-0.070173769,-0.410683256,0.445073063,0.046815585,0.273982391,0.004924358,0.028819192,0.168660737,1
1.621366483,1,-0.762448144,-0.624851275,-0.266255272,0.581327172,0.476416695,0.203005838,0.390439116,0.166369946,0.07089187,1
2.834389123,1,0.763608159,0.82003725,0.274463882,0.58309742,0.626187135,0.20958286,0.672461091,0.225070607,0.075330423,1
0.322083499,1,-0.985591695,-0.856652889,-1.731443576,0.971390989,0.844309973,1.706496409,0.733854172,1.483246142,2.997896857,1
1.376244025,1,-0.202832356,0.042093533,-0.122005663,0.041140965,-0.00853793,0.024746696,0.001771866,-0.005135649,0.014885382,1
1.420695788,1,-0.50008388,-0.303267651,-0.867231993,0.250083887,0.151659264,0.43368874,0.091971268,0.263003409,0.75209133,1
2.151762203,1,0.070460979,-0.354560945,-0.551641132,0.00496475,-0.024982711,-0.038869174,0.125713464,0.195590401,0.304307939,1
0.58221562,1,-0.356983036,-0.219386167,-0.69438918,0.127436888,0.07831714,0.247885158,0.04813029,0.152339381,0.482176333,1
1.971299383,1,0.153842588,0.241959399,0.445679822,0.023667542,0.03722366,0.068564537,0.058544351,0.107836422,0.198630504,2
2.323367632,1,0.572552923,0.331985551,0.084887154,0.32781685,0.190079298,0.048602388,0.110214406,0.028181309,0.007205829,2
2.345644582,1,0.696166879,0.305138301,0.852835548,0.484648323,0.212427179,0.593715862,0.093109383,0.26023279,0.727328472,2
1.141033005,1,-0.425975907,-0.207957471,-1.282175845,0.181455473,0.088584872,0.546176019,0.04324631,0.266638046,1.643974898,2
2.218115936,1,0.518485701,0.338586235,0.075130979,0.268827422,0.175552121,0.038954338,0.114640639,0.025438315,0.005644664,2
-0.030459207,1,-1.455595325,-1.852080942,-2.198466577,2.11875775,2.695880361,3.200077672,3.430203816,4.071738049,4.83325529,2
2.056684555,1,-0.202832356,-0.207957471,0.141506048,0.041140965,0.042180504,-0.028702005,0.04324631,-0.02942724,0.020023962,2
1.764730797,1,-0.231819893,-0.278575038,-0.178497048,0.053740463,0.064579236,0.041379167,0.077604052,0.049724822,0.031861196,2
2.291524146,1,0.336164145,0.38987953,-0.058400413,0.113006332,0.131063519,-0.019632125,0.152006048,-0.022769126,0.003410608,2
2.14710019,1,0.461327288,0.338586235,0.520633461,0.212822867,0.15619907,0.240182423,0.114640639,0.176279323,0.271059201,2
0.09531018,1,-1.360285145,-0.793473988,-0.969104538,1.850375676,1.079350879,1.318258507,0.62960097,0.768959243,0.939163606,2
-0.083381609,1,-2.371886057,-1.427197748,-2.421610128,5.625843467,3.385150439,5.743783298,2.036893412,3.456116521,5.864195612,2
1.047318994,1,-0.539304593,-0.303267651,-0.987376305,0.290849444,0.163553637,0.532496576,0.091971268,0.299439293,0.974911968,2
1.840549633,1,0.336164145,0.12689007,-0.188655865,0.113006332,0.042655892,-0.063419338,0.01610109,-0.023938556,0.035591035,2
-0.083381609,1,-1.966420948,-1.912705563,-1.793001469,3.866811345,3.761184286,3.525795648,3.658442571,3.429483884,3.214854268,2
